session,unit,category,hemisphere,rf,ssd,ssrt,coherence,easyHard,nStop,pValue40msStopStop,cancelTime2Std,cancelTimeSdf,targToStopDiffSD,preSaccDiffSD
bp232n02-mm,spikeUnit09,noddm_cancel,left,right,235,78,0.58,1,28,0.263631032903718,48,NaN,-0.0137660151695656,-2.25986553371596
bp232n02-mm,spikeUnit09,noddm_cancel,left,right,380,78,0.53,2,38,0.78077862439908,36,-43,-0.431027255859251,-1.56354982119008
bp232n02-mm,spikeUnit09,noddm_cancel,left,right,92,78,0.53,2,41,0.433447504802328,29,4,1.20880626535186,-2.55755296967481
bp234n02,spikeUnit03,noddm_cancel,left,right,232,118,0.53,2,15,0.0189059385733571,-59,-65,-0.264866810779018,-12.2237829870853
bp234n02,spikeUnit03,noddm_cancel,left,right,87,118,0.58,1,16,0.297748845305677,NaN,29,0.0639328215142332,-10.6575064146343
bp234n02,spikeUnit03,noddm_cancel,left,right,232,118,0.58,1,41,0.0146286609801303,-4,NaN,-0.496307109812473,0.0500561410141253
bp234n02,spikeUnit03,noddm_cancel,left,right,87,118,0.53,2,45,0.525868861777327,NaN,NaN,0.182591239836054,-14.6489020538964
bp234n02,spikeUnit20,noddm_cancel,left,left,377,118,0.42,1,13,0.551268759671697,117,NaN,0.0468914285698943,-4.7632586458192
bp234n02,spikeUnit20,noddm_cancel,left,left,377,118,0.47,2,18,0.479176225564601,41,-72,0.226393703527892,-8.15915096978886
bp234n02,spikeUnit20,noddm_cancel,left,left,232,118,0.47,2,19,0.167188608236149,-39,NaN,-0.102841062768525,-10.333722966323
bp234n02,spikeUnit20,noddm_cancel,left,left,523,118,0.42,1,28,0.261927121584245,6,-47,-0.0905202666431387,-5.88948494876228
bp234n02,spikeUnit20,noddm_cancel,left,left,523,118,0.47,2,33,0.0637862546314679,-11,-47,-0.849879652457911,-6.09152569069809
bp234n02,spikeUnit27,noddm_cancel,left,right,232,118,0.53,2,15,0.179725974126406,6,-80,-0.19436440607686,1.6592106553784
bp234n02,spikeUnit27,noddm_cancel,left,right,87,118,0.58,1,16,0.307436810740519,29,-30,0.421583610304953,-0.793049464295959
bp234n02,spikeUnit27,noddm_cancel,left,right,232,118,0.58,1,41,0.616893433066646,24,20,-0.834748137359296,0.00101056436977531
bp234n02,spikeUnit27,noddm_cancel,left,right,87,118,0.53,2,45,0.498562019291644,NaN,-108,0.978580496171936,-1.56587418528986
bp237n02,spikeUnit15,noddm_cancel,left,right,378,57,0.53,2,11,0.124784322240693,NaN,NaN,-0.472091888335317,-7.69766543218554
bp237n02,spikeUnit15,noddm_cancel,left,right,233,57,0.58,1,15,0.242331477474872,92,NaN,-0.666505777427021,-2.66386614242136
bp237n02,spikeUnit15,noddm_cancel,left,right,233,57,0.53,2,24,0.387868179531644,NaN,NaN,0.186691560877279,-5.23397999207123
bp237n02,spikeUnit15,noddm_cancel,left,right,87,57,0.58,1,29,0.0511861269993489,NaN,NaN,0.636939803550656,-5.91874128856032
bp237n02,spikeUnit15,noddm_cancel,left,right,378,57,0.58,1,35,0.0384338217342647,-57,-45,-0.980311629851065,1.50130965144214
bp238n02,spikeUnit20,noddm_cancel,left,right,378,77,0.53,2,13,0.297246880796943,10,-16,-0.454959728151468,-2.7787432113401
bp238n02,spikeUnit20,noddm_cancel,left,right,232,77,0.58,1,15,0.549277858142559,263,NaN,0.867492569330116,-6.51139194357957
bp238n02,spikeUnit20,noddm_cancel,left,right,232,77,0.53,2,32,0.127595593047155,69,71,-0.987504825312252,-7.92732260050992
bp238n02,spikeUnit20,noddm_cancel,left,right,378,77,0.58,1,36,0.669599352033917,85,NaN,0.156801666583631,-3.79632109292376
bp238n02,spikeUnit20,noddm_cancel,left,right,87,77,0.58,1,39,0.975296690650714,NaN,NaN,-0.715295872430107,-3.53930502694443
bp240n02,spikeUnit14,noddm_cancel,left,left,378,62,0.47,2,15,0.517475154341476,NaN,-35,0.333661594093654,-5.47674270964146
bp240n02,spikeUnit14,noddm_cancel,left,left,378,62,0.42,1,20,0.3033556616712,NaN,NaN,0.0895464688564494,-9.51749401177146
bp240n02,spikeUnit14,noddm_cancel,left,left,233,62,0.42,1,31,0.761751934352289,NaN,NaN,-0.0261785272963796,-1.53308795613066
bp240n02,spikeUnit14,noddm_cancel,left,left,233,62,0.47,2,36,0.0540446064411237,NaN,NaN,0.552658558306384,-3.50238881398833
bp240n02,spikeUnit27,noddm_cancel,left,left,378,62,0.47,2,15,0.659830088169606,NaN,NaN,0.457993153723575,-17.2484612829827
bp240n02,spikeUnit27,noddm_cancel,left,left,378,62,0.42,1,20,0.605387827017172,NaN,-41,0.0109448328649197,-14.9807497075756
bp240n02,spikeUnit27,noddm_cancel,left,left,233,62,0.42,1,31,0.478280314384836,NaN,NaN,-0.338566429992676,0.542964225529396
bp240n02,spikeUnit27,noddm_cancel,left,left,233,62,0.47,2,36,0.0485348832396047,NaN,92,0.287610095540803,-6.6184614960263
bp240n02,spikeUnit28,noddm_cancel,left,right,378,62,0.53,2,17,0.606400280688293,318,-39,0.72238143801357,-4.03139065445865
bp240n02,spikeUnit28,noddm_cancel,left,right,233,62,0.58,1,18,0.127602303829591,NaN,NaN,0.158332365551364,-6.09851938747876
bp240n02,spikeUnit28,noddm_cancel,left,right,233,62,0.53,2,19,0.120790539979327,393,NaN,0.447033553623741,-4.33587058520178
bp240n02,spikeUnit28,noddm_cancel,left,right,90,62,0.58,1,19,0.452604474784581,395,NaN,-0.675331410880739,-24.3090578991963
bp242n02,spikeUnit31,noddm_cancel,left,right,232,77,0.58,1,10,0.312813808644834,NaN,NaN,0.534856237514671,-23.0025376043999
bp242n02,spikeUnit31,noddm_cancel,left,right,378,77,0.53,2,15,0.503859199190678,NaN,0,0.163645088520388,-8.49134660533464
bp242n02,spikeUnit31,noddm_cancel,left,right,90,77,0.58,1,24,0.39777208566639,NaN,NaN,0.722526856510672,-36.8311193271337
bp242n02,spikeUnit31,noddm_cancel,left,right,232,77,0.53,2,24,0.891853794343905,NaN,NaN,0.210420186598293,-18.3135877789333
bp242n02,spikeUnit31,noddm_cancel,left,right,378,77,0.58,1,27,0.0743413176632132,NaN,NaN,1.35734839717011,-26.9385379470919
bp243n02,spikeUnit13,noddm_cancel,left,right,233,93,0.58,1,11,0.11294127153421,-9,-22,-1.16810887374819,-3.78200035139023
bp243n02,spikeUnit13,noddm_cancel,left,right,523,93,0.53,2,12,0.0309424067158533,-11,-50,-0.77144466573397,-7.73798041208448
bp243n02,spikeUnit13,noddm_cancel,left,right,379,93,0.53,2,19,0.0547714805152568,-13,-10,-1.0700589188747,-5.52881289895304
bp243n02,spikeUnit13,noddm_cancel,left,right,379,93,0.58,1,26,0.446980735102073,73,NaN,-0.837907430645317,-0.975933893819406
bp243n02,spikeUnit13,noddm_cancel,left,right,89,93,0.58,1,27,0.127360095757423,168,NaN,0.122217431298745,-3.27919313614313
bp243n02,spikeUnit13,noddm_cancel,left,right,233,93,0.53,2,33,0.532433561106014,-93,NaN,-1.13991109546758,-11.7848509915598
bp243n02,spikeUnit25,noddm_cancel,left,right,233,93,0.58,1,11,0.993992886775193,203,NaN,-1.50973244384217,-26.7495242627158
bp243n02,spikeUnit25,noddm_cancel,left,right,523,93,0.53,2,12,0.126023723689024,8,-42,-0.43285038617392,-4.94477125112759
bp243n02,spikeUnit25,noddm_cancel,left,right,379,93,0.53,2,19,0.481666969227398,74,NaN,-0.828236763491306,-6.94670063059608
bp243n02,spikeUnit25,noddm_cancel,left,right,379,93,0.58,1,26,0.107773259284196,133,-86,-1.40091049140762,-7.58489644233986
bp243n02,spikeUnit25,noddm_cancel,left,right,89,93,0.58,1,27,0.370888769971635,NaN,NaN,-2.87091231358172,-10.4474832739052
bp243n02,spikeUnit25,noddm_cancel,left,right,233,93,0.53,2,33,0.679903564887738,37,18,-0.871151304209665,-7.30462671411293
bp244n02,spikeUnit25,noddm_cancel,left,right,233,61,0.58,1,10,0.122599447758097,NaN,-16,-0.847870190010532,-13.7855489199315
bp244n02,spikeUnit25,noddm_cancel,left,right,378,61,0.53,2,15,0.023915353855449,110,NaN,0.0889408720080568,-0.365670354669892
bp244n02,spikeUnit25,noddm_cancel,left,right,233,61,0.53,2,23,0.404819351010125,NaN,NaN,-0.0544270577425843,-4.25959761947581
bp244n02,spikeUnit25,noddm_cancel,left,right,87,61,0.58,1,24,0.688000529990646,NaN,NaN,-2.89252262253031,-10.8343453062654
bp244n02,spikeUnit25,noddm_cancel,left,right,378,61,0.58,1,38,0.818062901262122,NaN,NaN,-0.232631750285021,-2.65894355558951
bp247n02,spikeUnit16,noddm_cancel,left,left,378,55,0.42,1,16,0.0169614583028683,-16,-15,-0.0394105755244432,-11.7475185237384
bp247n02,spikeUnit16,noddm_cancel,left,left,378,55,0.47,2,20,0.00240396690221355,-55,75,0.137191423108273,-15.7184254410158
bp247n02,spikeUnit16,noddm_cancel,left,left,522,55,0.47,2,21,0.462588247962302,41,-37,-0.10056064689555,-6.83541158798281
bp247n02,spikeUnit16,noddm_cancel,left,left,522,55,0.42,1,24,0.686959079984038,20,17,-0.334456155359071,-5.58152451840677
bp247n02,spikeUnit29,noddm_cancel,left,right,232,55,0.58,1,10,0.462934107612312,80,NaN,-0.724646306308062,-25.3233295465849
bp247n02,spikeUnit29,noddm_cancel,left,right,378,55,0.53,2,12,0.870089507986391,NaN,NaN,0.397107766556441,-3.47738387674583
bp247n02,spikeUnit29,noddm_cancel,left,right,232,55,0.53,2,13,0.776306621845468,NaN,-20,-0.717484918560039,-9.92177635510418
bp247n02,spikeUnit29,noddm_cancel,left,right,87,55,0.58,1,17,0.145149945699819,88,NaN,-4.0874313678422,-23.0659061742429
bp247n02,spikeUnit29,noddm_cancel,left,right,378,55,0.58,1,24,0.927225052080959,NaN,NaN,-0.396245519247059,-5.25527787034854
bp247n02,spikeUnit29,noddm_cancel,left,right,522,55,0.53,2,42,0.348301919974096,NaN,NaN,0.176731614855041,-0.546809910057017
bp247n02,spikeUnit30,noddm_cancel,left,right,232,55,0.58,1,10,0.967366489420432,28,0,0.0610664356550437,-21.9317383790897
bp247n02,spikeUnit30,noddm_cancel,left,right,378,55,0.53,2,12,0.612728871966729,NaN,NaN,0.41588718391954,1.24179851773229
bp247n02,spikeUnit30,noddm_cancel,left,right,232,55,0.53,2,13,0.904037097996017,NaN,NaN,0.368894207371313,-8.40721827176364
bp247n02,spikeUnit30,noddm_cancel,left,right,87,55,0.58,1,17,0.625810448932353,NaN,NaN,-0.655735524613129,-17.8257969292245
bp247n02,spikeUnit30,noddm_cancel,left,right,378,55,0.58,1,24,0.444474766178519,NaN,NaN,0.00104351629909859,-9.50203401753445
bp247n02,spikeUnit30,noddm_cancel,left,right,522,55,0.53,2,42,0.142461729426462,3,-2,0.575006021646532,-3.53607281292914
bp247n02,spikeUnit31,noddm_cancel,left,right,232,55,0.58,1,10,0.643133364829251,208,3,0.485777616565306,-13.5763117187924
bp247n02,spikeUnit31,noddm_cancel,left,right,378,55,0.53,2,12,0.0719935017051056,-4,-47,0.139297021173708,-14.0146741586527
bp247n02,spikeUnit31,noddm_cancel,left,right,232,55,0.53,2,13,0.866638249875938,NaN,NaN,0.156820165933107,-27.9772746336329
bp247n02,spikeUnit31,noddm_cancel,left,right,87,55,0.58,1,17,0.0387170809559473,160,NaN,3.4871043117156,-14.1309957825076
bp247n02,spikeUnit31,noddm_cancel,left,right,378,55,0.58,1,24,0.568159895378866,NaN,NaN,0.309046125731249,-8.23022935209439
bp247n02,spikeUnit31,noddm_cancel,left,right,522,55,0.53,2,42,0.0264364873530536,-55,-49,0.130869660771289,-5.816800880571
bp081n01,spikeUnit17,ddm_nocancel,right,right,43,35,0.52,2,12,0.166201048368842,233,NaN,-0.700663942776287,-19.4553937393167
bp081n01,spikeUnit17,ddm_nocancel,right,right,100,35,0.52,2,15,0.117973794485519,175,NaN,-0.0763956775173055,-20.2212946370934
bp087n02,spikeUnit17,ddm_nocancel,right,right,46,56,0.56,NaN,12,0.558814758982368,70,66,0.337597778200703,-24.489964662925
bp112n02-pm,spikeUnit17,ddm_nocancel,left,right,200,55,0.54,2,11,0.3683281530591,107,NaN,1.43462049337763,-4.799947699324
bp112n02-pm,spikeUnit17,ddm_nocancel,left,right,158,55,0.58,1,11,0.322537037048462,196,NaN,-0.215900083018741,-1.53289344165929
bp112n02-pm,spikeUnit17,ddm_nocancel,left,right,158,55,0.56,NaN,14,0.0400483452599484,166,NaN,-0.0327863230561716,-8.0032109728554
bp112n02-pm,spikeUnit17,ddm_nocancel,left,right,200,55,0.56,NaN,16,0.463110145863236,77,NaN,-0.562191747121101,-1.10012783071323
bp112n02-pm,spikeUnit17,ddm_nocancel,left,right,243,55,0.54,2,17,0.838310731304174,NaN,NaN,0.520575186634661,-7.97850328228921
bp112n02-pm,spikeUnit17,ddm_nocancel,left,right,158,55,0.54,2,19,0.954772296913258,177,NaN,1.4239642690132,-11.8212412561554
bp160n01,spikeUnit17,ddm_nocancel,right,right,143,88,0.56,NaN,20,0.689929514629613,81,NaN,1.06431318264281,-6.89681754405807
bp160n01,spikeUnit17,ddm_nocancel,right,right,143,88,0.53,2,21,0.265590641716461,NaN,NaN,0.365941496264475,-13.5316199612497
bp222n02,spikeUnit04,ddm_nocancel,left,right,232,66,0.53,2,21,0.740290079959343,NaN,NaN,-0.513734832340844,-6.76756950902888
bp222n02,spikeUnit04,ddm_nocancel,left,right,232,66,0.58,1,22,0.0909130778393376,NaN,NaN,-0.0120469396134888,-12.0636710533397
bp222n02,spikeUnit04,ddm_nocancel,left,right,379,66,0.53,2,26,0.755180871948623,345,NaN,0.34815867130394,-1.9795902183516
bp222n02,spikeUnit04,ddm_nocancel,left,right,88,66,0.58,1,31,0.772529489385023,101,NaN,-0.770009999471217,-19.0774625414603
bp229n02-mm,spikeUnit02,ddm_nocancel,left,right,89,54,0.58,1,20,0.807444069539539,164,NaN,1.39641369845452,-14.5681049693281
bp229n02-mm,spikeUnit02,ddm_nocancel,left,right,233,54,0.58,1,25,0.899991007897532,NaN,NaN,-0.307468724482331,-3.88971244992635
bp229n02-mm,spikeUnit02,ddm_nocancel,left,right,377,54,0.53,2,35,0.801749380530861,57,NaN,-0.736851613520658,-6.7721628598578
bp229n02-mm,spikeUnit02,ddm_nocancel,left,right,233,54,0.53,2,38,0.531918101295331,NaN,NaN,0.468830247478183,-6.54450692321
bp229n02-mm,spikeUnit05,ddm_nocancel,left,right,89,54,0.58,1,20,0.0731620135777337,NaN,NaN,0.89093238918997,-18.2346147572863
bp229n02-mm,spikeUnit05,ddm_nocancel,left,right,233,54,0.58,1,25,0.734320859210661,NaN,NaN,0.295422627653831,-13.1370702707525
bp229n02-mm,spikeUnit05,ddm_nocancel,left,right,377,54,0.53,2,35,0.100026495905904,NaN,NaN,0.191854510274779,-16.0935833916647
bp229n02-mm,spikeUnit05,ddm_nocancel,left,right,233,54,0.53,2,38,0.928069704055505,NaN,NaN,0.0485303161116271,-7.93370529363751
bp245n02,spikeUnit28,ddm_nocancel,left,right,232,69,0.58,1,10,0.0297637031214324,NaN,NaN,0.0744064600976526,-0.429738119890947
bp245n02,spikeUnit28,ddm_nocancel,left,right,378,69,0.53,2,16,0.26690319122672,NaN,NaN,0.325577176498493,-3.32796948934535
bp245n02,spikeUnit28,ddm_nocancel,left,right,232,69,0.53,2,17,0.934149555086059,NaN,NaN,1.86282524075698,-9.88847033916379
bp245n02,spikeUnit28,ddm_nocancel,left,right,87,69,0.58,1,28,0.388878506260653,NaN,NaN,-0.70321239671634,-8.81277064074467
bp245n02,spikeUnit28,ddm_nocancel,left,right,523,69,0.53,2,35,0.6099200604224,NaN,NaN,0.438363270707908,-1.87698339457712
bp088n02,spikeUnit17,noddm_nocancel,right,left,44,69,0.41,1,10,0.616026245285282,NaN,NaN,1.11737483497862,-34.4905825466362
bp088n02,spikeUnit17,noddm_nocancel,right,left,116,69,0.41,1,12,0.377463044758034,NaN,NaN,-0.715758209657987,-34.3408460748245
bp088n02,spikeUnit17,noddm_nocancel,right,left,116,69,0.44,NaN,16,0.227055456943594,NaN,NaN,-0.153148403631675,-9.30639952895388
bp088n02,spikeUnit17,noddm_nocancel,right,left,44,69,0.44,NaN,16,0.279667507574122,NaN,NaN,3.18140259799163,-0.354354422644962
bp088n02,spikeUnit17,noddm_nocancel,right,left,116,69,0.47,2,17,0.109487422270163,9,NaN,0.27233381529198,-16.7405553855125
bp088n02,spikeUnit17,noddm_nocancel,right,left,44,69,0.47,2,19,0.364371465108074,NaN,NaN,7.44026623132868,-18.2807615362043
bp123n01,spikeUnit17,noddm_nocancel,left,left,57,81,0.43,NaN,15,0.555791579760495,NaN,NaN,-1.01689567585162,-21.3869391150829
bp123n01,spikeUnit17,noddm_nocancel,left,left,158,81,0.46,2,17,0.056096111026621,97,NaN,-0.188987291080692,-2.52221741266315
bp123n01,spikeUnit17,noddm_nocancel,left,left,57,81,0.4,1,21,0.909976193551831,NaN,NaN,0.562810514680528,-5.33460893851898
bp123n01,spikeUnit17,noddm_nocancel,left,left,57,81,0.46,2,22,0.178599746990743,NaN,NaN,-0.72721414270035,-10.2500553405722
bp132n02-pm,spikeUnit17,noddm_nocancel,right,right,144,64,0.54,2,11,0.0682290078246027,-12,NaN,-0.303363183430998,-6.50655763594702
bp132n02-pm,spikeUnit17,noddm_nocancel,right,right,144,64,0.6,1,11,0.138152604527412,NaN,NaN,-0.525655280908027,-30.259449425411
bp132n02-pm,spikeUnit17,noddm_nocancel,right,right,186,64,0.57,NaN,12,0.108758738083829,NaN,NaN,0.600492261510615,-19.0928088801951
bp132n02-pm,spikeUnit17,noddm_nocancel,right,right,186,64,0.54,2,14,0.783104342781264,-45,NaN,-0.621972186096606,-10.9889736925593
bp132n02-pm,spikeUnit17,noddm_nocancel,right,right,144,64,0.57,NaN,23,0.580469523127488,NaN,NaN,-0.127393555361733,-26.5979885382537
bp196n02-tp,spikeUnit17,noddm_nocancel,left,right,230,103,0.55,2,10,0.821717116247077,223,NaN,-0.552859107329015,-4.00725453951291
bp196n02-tp,spikeUnit17,noddm_nocancel,left,right,372,103,0.55,2,11,0.739930763353651,213,NaN,0.948073410037139,-6.78140614192932
bp196n02-tp,spikeUnit17,noddm_nocancel,left,right,230,103,0.58,1,15,0.643026853488088,182,NaN,0.0511764902075845,-3.49640143765347
bp196n02-tp,spikeUnit17,noddm_nocancel,left,right,86,103,0.58,1,23,0.647245698696781,362,NaN,-0.169680172463318,-5.00813422322242
bp200n02,spikeUnit08,noddm_nocancel,right,left,230,89,0.45,2,20,0.302192760156245,NaN,NaN,2.23946920665813,-6.35125272429972
bp200n02,spikeUnit08,noddm_nocancel,right,left,230,89,0.42,1,22,0.0111200459059082,NaN,NaN,6.77818895643164,-25.763559659493
bp200n02,spikeUnit08,noddm_nocancel,right,left,89,89,0.42,1,29,0.000281315167294588,NaN,63,4.64899467946243,-18.1726025393113
bp200n02,spikeUnit08,noddm_nocancel,right,left,89,89,0.45,2,42,0.485998485324518,127,NaN,5.30872789186476,-17.1115241225622
bp229n02-mm,spikeUnit06,noddm_nocancel,left,right,89,54,0.58,1,20,0.647272542427552,NaN,NaN,-0.676231176680686,-5.64635374894533
bp229n02-mm,spikeUnit06,noddm_nocancel,left,right,233,54,0.58,1,25,0.597609338145668,NaN,NaN,-0.31089219619673,-9.02511777076901
bp229n02-mm,spikeUnit06,noddm_nocancel,left,right,377,54,0.53,2,35,0.277900080844124,316,NaN,0.109420343583628,-3.39031981766183
bp229n02-mm,spikeUnit06,noddm_nocancel,left,right,233,54,0.53,2,38,0.438217869798722,NaN,NaN,0.202923426457059,-4.48451078433391
bp229n02-mm,spikeUnit18,noddm_nocancel,left,right,89,54,0.58,1,20,0.524576741883298,190,NaN,-0.661752057420527,-22.4514880966886
bp229n02-mm,spikeUnit18,noddm_nocancel,left,right,233,54,0.58,1,25,0.778454302274981,100,NaN,-0.552101662450353,-15.4555060933815
bp229n02-mm,spikeUnit18,noddm_nocancel,left,right,377,54,0.53,2,35,0.420896572621493,234,NaN,0.479496578226813,-11.444888844147
bp229n02-mm,spikeUnit18,noddm_nocancel,left,right,233,54,0.53,2,38,0.137367424168155,180,NaN,-0.291694432040814,-3.59719459032096
bp230n02-mm,spikeUnit12,noddm_nocancel,left,right,232,98,0.58,1,11,0.261125344868673,NaN,NaN,0.446079553109792,-18.7918050241196
bp230n02-mm,spikeUnit12,noddm_nocancel,left,right,232,98,0.53,2,13,0.767296651023904,NaN,NaN,-0.129939907676686,-7.46366894179595
bp230n02-mm,spikeUnit12,noddm_nocancel,left,right,378,98,0.53,2,21,0.84973083604659,NaN,NaN,0.24934430137249,-6.06615557732949
bp230n02-mm,spikeUnit12,noddm_nocancel,left,right,88,98,0.58,1,29,0.614298070208751,NaN,NaN,-0.384974161088478,-7.04894128792375
bp230n02-mm,spikeUnit12,noddm_nocancel,left,right,378,98,0.58,1,34,0.834853732049039,NaN,NaN,0.693571656039137,-9.86835153289006
bp232n02-mm,spikeUnit04,noddm_nocancel,left,right,235,78,0.53,2,13,0.388075186589995,NaN,NaN,0.523661751072851,-7.69902090205517
bp232n02-mm,spikeUnit04,noddm_nocancel,left,right,92,78,0.58,1,20,0.278585755625621,NaN,NaN,0.805726000516537,-6.36025372209394
bp232n02-mm,spikeUnit04,noddm_nocancel,left,right,235,78,0.58,1,28,0.225284592080202,NaN,NaN,-0.119306846377495,-2.60653977874957
bp232n02-mm,spikeUnit04,noddm_nocancel,left,right,380,78,0.53,2,38,0.532615173684612,256,NaN,0.124206703282065,-4.10826849404029
bp232n02-mm,spikeUnit04,noddm_nocancel,left,right,92,78,0.53,2,41,0.176025127758538,NaN,106,0.40332453097163,-6.66616312593298
bp234n02,spikeUnit10,noddm_nocancel,left,right,232,118,0.53,2,15,0.223626212508055,NaN,NaN,-0.102391355117824,1.62862412533769
bp234n02,spikeUnit10,noddm_nocancel,left,right,87,118,0.58,1,16,0.689131928418406,75,NaN,-0.381389287926811,-19.4391677939858
bp234n02,spikeUnit10,noddm_nocancel,left,right,232,118,0.58,1,41,0.362114794728202,NaN,NaN,-0.52792590200648,1.52831014926291
bp234n02,spikeUnit10,noddm_nocancel,left,right,87,118,0.53,2,45,0.615879190731058,NaN,NaN,1.4002185580358,-0.0644299992969204
bp234n02,spikeUnit11,noddm_nocancel,left,left,377,118,0.42,1,13,0.874499860295122,NaN,NaN,-0.867530415440422,-10.6326312502928
bp234n02,spikeUnit11,noddm_nocancel,left,left,377,118,0.47,2,18,0.894064488591271,NaN,NaN,0.584721772936013,-4.7051886120977
bp234n02,spikeUnit11,noddm_nocancel,left,left,232,118,0.47,2,19,0.90765609135114,293,NaN,1.3404264041915,-6.02334934742981
bp234n02,spikeUnit11,noddm_nocancel,left,left,523,118,0.42,1,28,0.142456292865703,NaN,NaN,-0.968496065324419,-2.57861796077404
bp234n02,spikeUnit11,noddm_nocancel,left,left,523,118,0.47,2,33,1,NaN,NaN,-0.408653497592028,-1.4574524103118
bp235n02,spikeUnit04,noddm_nocancel,left,right,88,83,0.58,1,17,0.508529729874398,103,NaN,1.86286946867638,-6.76860515681013
bp235n02,spikeUnit04,noddm_nocancel,left,right,232,83,0.53,2,18,0.612101836551719,NaN,NaN,-0.134188991826351,-1.01467263383815
bp235n02,spikeUnit04,noddm_nocancel,left,right,378,83,0.53,2,35,0.573448870762698,NaN,NaN,0.590834063670707,-1.66208910744355
bp235n02,spikeUnit04,noddm_nocancel,left,right,232,83,0.58,1,37,0.170240857564209,NaN,NaN,0.445994138307975,-4.30590011807726
bp244n02,spikeUnit28,noddm_nocancel,left,right,233,61,0.58,1,10,0.282400817908514,NaN,NaN,0.477316880323319,-5.72007308899966
bp244n02,spikeUnit28,noddm_nocancel,left,right,378,61,0.53,2,15,0.483509017801549,NaN,NaN,-0.138481477465798,-3.76249163956516
bp244n02,spikeUnit28,noddm_nocancel,left,right,233,61,0.53,2,23,0.346217348590838,NaN,NaN,-0.724791585721172,-3.58102016456716
bp244n02,spikeUnit28,noddm_nocancel,left,right,87,61,0.58,1,24,0.964912864849616,NaN,NaN,-0.541594414136714,-5.45999491463065
bp244n02,spikeUnit28,noddm_nocancel,left,right,378,61,0.58,1,38,0.515840206355993,NaN,NaN,0.365509586809556,-3.99556776172549
